problem_1,file_1,problem_2,file_2,GroundTruth,S_token,S_AST,S_PDG,pdg_valid,S_structure,unixcoder_cosine,unixcoder_l2,unixcoder_manhattan
p42,s1.cpp,p42,s43.cpp,1,0.6710526315789473,0.7602,0.6878,1,0.8876,0.8915,0.4658,9.9996
p42,s1.cpp,p42,s44.cpp,1,0.60431654676259,0.7734,0.8943,1,0.7309,0.9194,0.4014,8.6643
p42,s1.cpp,p42,s45.cpp,1,0.68,0.7525,0.5245,1,0.8175,0.8967,0.4545,9.9114
p42,s1.cpp,p42,s46.cpp,1,0.5655172413793104,0.7758,0.8943,1,0.7326,0.9005,0.446,9.887
p42,s1.cpp,p42,s47.cpp,1,0.5949367088607594,0.7297,0.6769,1,0.8269,0.9024,0.4418,9.7027
p42,s1.cpp,p42,s48.cpp,1,0.6225165562913907,0.744,0.5879,1,0.7957,0.8882,0.4729,10.3023
p42,s1.cpp,p42,s49.cpp,1,0.5142857142857142,0.6182,0.7167,1,0.7299,0.8996,0.4482,9.8759
p45,s1.cpp,p45,s10.cpp,1,1.0,0.9933,1.0,1,1.0,1.0,0.0,0.0
p45,s1.cpp,p45,s11.cpp,1,0.9833333333333332,0.9752,1.0,1,1.0,0.9919,0.1272,2.5674
p45,s1.cpp,p45,s12.cpp,1,1.0,0.9731,1.0,1,1.0,0.9963,0.086,1.9009
p45,s1.cpp,p45,s13.cpp,1,1.0,0.9844,1.0,1,1.0,0.9972,0.0749,1.6896
p45,s1.cpp,p45,s14.cpp,1,1.0,0.9752,1.0,1,1.0,0.9287,0.3777,7.4228
p45,s1.cpp,p45,s15.cpp,1,1.0,1.0,1.0,1,1.0,0.996,0.0899,1.8049
p45,s1.cpp,p45,s16.cpp,1,1.0,0.9425,1.0,1,1.0,0.9968,0.0806,1.7519
p45,s1.cpp,p45,s17.cpp,1,0.9666666666666668,0.9621,0.858,1,0.9879,0.9981,0.061,1.1867
p45,s1.cpp,p45,s18.cpp,1,1.0,0.962,1.0,1,1.0,0.9988,0.0493,1.0644
p45,s1.cpp,p45,s19.cpp,1,1.0,0.9752,1.0,1,1.0,0.9977,0.0676,1.4297
p45,s1.cpp,p45,s20.cpp,1,1.0,0.9752,1.0,1,1.0,0.8873,0.4748,10.5374
p45,s1.cpp,p45,s21.cpp,1,1.0,0.9752,1.0,1,1.0,0.8518,0.5445,11.9959
p45,s1.cpp,p45,s22.cpp,1,1.0,0.9556,1.0,1,1.0,0.8904,0.4683,10.4149
p45,s1.cpp,p45,s23.cpp,1,1.0,0.9752,1.0,1,1.0,0.9539,0.3037,6.6146
p45,s1.cpp,p45,s24.cpp,1,1.0,0.9752,1.0,1,1.0,0.9198,0.4005,8.7722
p45,s1.cpp,p45,s25.cpp,1,1.0,0.9752,1.0,1,1.0,0.8999,0.4474,9.7631
p45,s1.cpp,p45,s26.cpp,1,1.0,0.9933,1.0,1,1.0,0.9263,0.384,8.4248
p45,s1.cpp,p45,s27.cpp,1,1.0,0.9752,1.0,1,1.0,0.9628,0.2726,6.0154
p45,s1.cpp,p45,s28.cpp,1,0.9243697478991596,0.9312,1.0,1,0.9559,0.8392,0.5672,12.1549
p45,s1.cpp,p45,s29.cpp,1,1.0,0.9446,1.0,1,1.0,0.8729,0.5041,11.1701
p45,s1.cpp,p45,s30.cpp,1,0.8305084745762712,0.9396,0.7585,1,0.909,0.9945,0.1044,2.2606
p45,s1.cpp,p45,s31.cpp,1,0.8305084745762712,0.9357,0.7585,1,0.909,0.886,0.4775,10.4639
p45,s1.cpp,p45,s32.cpp,1,0.9508196721311476,0.9053,0.7477,1,0.9273,0.977,0.2145,4.5323
p45,s1.cpp,p45,s33.cpp,1,0.8062015503875969,0.8968,0.7956,1,0.8782,0.9865,0.1641,3.5899
p45,s1.cpp,p45,s34.cpp,1,0.8062015503875969,0.8968,0.7956,1,0.8782,0.9865,0.1641,3.5899
p45,s1.cpp,p45,s35.cpp,1,0.9322033898305084,0.9446,1.0,1,0.9541,0.945,0.3315,7.285
p45,s1.cpp,p45,s36.cpp,1,0.8548387096774194,0.9006,0.7977,1,0.884,0.987,0.1611,3.5964
p45,s1.cpp,p45,s37.cpp,1,0.9243697478991596,0.9312,1.0,1,0.9559,0.8711,0.5077,10.1653
p45,s1.cpp,p45,s38.cpp,1,0.957983193277311,0.9328,0.8812,1,0.9471,0.9921,0.1255,2.7063
p45,s1.cpp,p45,s39.cpp,1,0.8067226890756303,0.9067,0.7596,1,0.9021,0.9003,0.4465,9.664
p45,s1.cpp,p45,s40.cpp,1,0.768,0.8643,0.7495,1,0.8667,0.9416,0.3419,7.5062
p45,s1.cpp,p45,s41.cpp,1,0.6015037593984962,0.7641,0.5539,1,0.8456,0.8815,0.4869,10.6708
p45,s1.cpp,p45,s42.cpp,1,0.6,0.6632,0.6786,1,0.7583,0.8777,0.4945,10.8758
p45,s1.cpp,p45,s43.cpp,1,0.7833333333333333,0.8771,0.7214,1,0.8621,0.8856,0.4783,10.6255
p45,s1.cpp,p45,s44.cpp,1,0.5671641791044776,0.7451,0.5539,1,0.8456,0.8823,0.4852,10.627
p45,s1.cpp,p45,s45.cpp,1,0.618421052631579,0.6655,0.6786,1,0.7752,0.8395,0.5666,12.6453
p45,s1.cpp,p45,s46.cpp,1,0.7833333333333333,0.8734,0.7214,1,0.8621,0.934,0.3633,7.9126
p45,s1.cpp,p45,s47.cpp,1,0.8034188034188035,0.8803,0.7214,1,0.8765,0.9576,0.291,6.3729
p45,s1.cpp,p45,s48.cpp,1,0.6949152542372882,0.8879,0.7571,1,0.849,0.9246,0.3883,8.5967
p45,s1.cpp,p45,s49.cpp,1,0.656,0.8529,0.7661,1,0.828,0.8961,0.4559,9.9439
p53,s1.cpp,p53,s10.cpp,1,1.0,1.0,1.0,1,1.0,0.9799,0.2004,4.2286
p53,s1.cpp,p53,s11.cpp,1,1.0,0.9454,1.0,1,1.0,0.9905,0.1376,3.0158
p53,s1.cpp,p53,s12.cpp,1,0.9523809523809524,0.9474,1.0,1,0.877,0.9671,0.2565,3.8721
p53,s1.cpp,p53,s13.cpp,1,1.0,0.9479,1.0,1,1.0,0.9941,0.1086,2.2991
p53,s1.cpp,p53,s14.cpp,1,1.0,0.9454,1.0,1,1.0,0.9993,0.0362,0.7843
p53,s1.cpp,p53,s15.cpp,1,1.0,0.9587,1.0,1,1.0,0.9952,0.0979,2.0666
p53,s1.cpp,p53,s16.cpp,1,1.0,0.9351,1.0,1,1.0,0.9993,0.0362,0.7843
p53,s1.cpp,p53,s17.cpp,1,1.0,0.9529,1.0,1,0.8784,0.9526,0.3077,4.4545
p53,s1.cpp,p53,s18.cpp,1,1.0,0.9529,1.0,1,1.0,0.9979,0.0641,1.3927
p53,s1.cpp,p53,s19.cpp,1,1.0,0.9479,1.0,1,1.0,1.0,0.0,0.0
p53,s1.cpp,p53,s20.cpp,1,1.0,0.9558,1.0,1,1.0,0.9648,0.2653,5.6852
p53,s1.cpp,p53,s21.cpp,1,0.9213483146067416,0.9105,0.9865,1,0.9369,0.9232,0.3919,8.4132
p53,s1.cpp,p53,s22.cpp,1,1.0,0.9529,1.0,1,1.0,0.9352,0.3599,7.5545
p53,s1.cpp,p53,s23.cpp,1,1.0,0.9558,1.0,1,1.0,0.9641,0.2679,5.7919
p53,s1.cpp,p53,s24.cpp,1,1.0,0.9529,1.0,1,1.0,0.933,0.3661,8.005
p53,s1.cpp,p53,s25.cpp,1,0.8314606741573034,0.8689,0.3665,1,0.8737,0.9485,0.3209,7.0395
p53,s1.cpp,p53,s26.cpp,1,1.0,0.9529,1.0,1,1.0,0.9223,0.3942,8.6244
p53,s1.cpp,p53,s27.cpp,1,1.0,0.9529,1.0,1,1.0,0.945,0.3318,7.1622
p53,s1.cpp,p53,s28.cpp,1,0.9523809523809524,0.9444,1.0,1,0.9756,0.9442,0.3342,7.1743
p53,s1.cpp,p53,s29.cpp,1,0.7865168539325843,0.8653,0.3665,1,0.8659,0.9125,0.4184,8.9142
p53,s1.cpp,p53,s30.cpp,1,0.7529411764705882,0.863,0.4539,1,0.8146,0.961,0.2792,5.9257
p53,s1.cpp,p53,s31.cpp,1,0.8351648351648352,0.8747,1.0,1,0.9203,0.9431,0.3372,7.3243
p53,s1.cpp,p53,s32.cpp,1,0.6741573033707865,0.9106,1.0,1,0.8065,0.9521,0.3094,6.7989
p53,s1.cpp,p53,s33.cpp,1,0.9333333333333332,0.8439,0.4479,1,0.8376,0.9393,0.3483,7.5406
p53,s1.cpp,p53,s34.cpp,1,0.9411764705882352,0.9418,1.0,1,1.0,0.9519,0.3103,6.7982
p53,s1.cpp,p53,s35.cpp,1,0.7529411764705882,0.8601,0.4539,1,0.8146,0.9542,0.3028,6.5066
p53,s1.cpp,p53,s36.cpp,1,0.8,0.8521,0.3552,1,0.8713,0.8922,0.4644,9.855
p53,s1.cpp,p53,s37.cpp,1,0.8275862068965517,0.8229,0.4479,1,0.8498,0.9424,0.3395,7.3728
p53,s1.cpp,p53,s38.cpp,1,0.7741935483870968,0.8653,0.4539,1,0.7693,0.8692,0.5116,10.6404
p53,s1.cpp,p53,s39.cpp,1,0.735632183908046,0.8308,0.4539,1,0.7443,0.9137,0.4154,9.123
p53,s1.cpp,p53,s40.cpp,1,0.6436781609195402,0.7768,1.0,1,0.8094,0.9015,0.4438,9.4304
p53,s1.cpp,p53,s41.cpp,1,0.6436781609195402,0.7768,1.0,1,0.8094,0.9517,0.3108,6.5032
p53,s1.cpp,p53,s42.cpp,1,0.5190839694656488,0.5383,0.188,1,0.7219,0.7816,0.661,14.2798
p53,s1.cpp,p53,s43.cpp,1,0.9523809523809524,0.9385,1.0,1,0.9756,0.9276,0.3805,8.2454
p53,s1.cpp,p53,s44.cpp,1,0.3877551020408163,0.6768,0.2409,1,0.648,0.8824,0.4851,10.7775
p53,s1.cpp,p53,s45.cpp,1,0.813953488372093,0.8698,1.0,1,0.9059,0.9574,0.2917,5.9543
p53,s1.cpp,p53,s46.cpp,1,0.5190839694656488,0.543,0.188,1,0.7219,0.7541,0.7012,15.0936
p53,s1.cpp,p53,s47.cpp,1,0.5842696629213483,0.7249,0.426,1,0.7409,0.9483,0.3215,6.3966
p53,s1.cpp,p53,s48.cpp,1,0.8433734939759037,0.9385,1.0,1,0.877,0.9374,0.354,6.6539
p53,s1.cpp,p53,s49.cpp,1,0.3877551020408163,0.6834,0.2409,1,0.648,0.8311,0.5812,12.737
p70,s1.cpp,p70,s10.cpp,1,1.0,0.9605,1.0,1,1.0,0.9973,0.0741,1.5046
p70,s1.cpp,p70,s11.cpp,1,1.0,1.0,1.0,1,1.0,0.9984,0.0569,1.2466
p70,s1.cpp,p70,s12.cpp,1,1.0,1.0,1.0,1,1.0,0.9951,0.0992,2.235
p70,s1.cpp,p70,s13.cpp,1,1.0,0.99,1.0,1,1.0,0.9982,0.0607,1.1875
p70,s1.cpp,p70,s14.cpp,1,1.0,1.0,1.0,1,1.0,0.9774,0.2124,4.2421
p70,s1.cpp,p70,s15.cpp,1,1.0,0.9701,1.0,1,1.0,1.0,0.0,0.0
p70,s1.cpp,p70,s16.cpp,1,1.0,0.9419,1.0,1,1.0,0.9936,0.1131,2.3708
p70,s1.cpp,p70,s17.cpp,1,1.0,0.9637,1.0,1,1.0,0.9973,0.0741,1.5046
p70,s1.cpp,p70,s18.cpp,1,1.0,1.0,1.0,1,1.0,0.9984,0.0569,1.2466
p70,s1.cpp,p70,s19.cpp,1,1.0,0.9605,1.0,1,1.0,0.9985,0.0555,1.2288
p70,s1.cpp,p70,s20.cpp,1,1.0,1.0,1.0,1,1.0,0.8894,0.4704,10.3402
p70,s1.cpp,p70,s21.cpp,1,1.0,0.9733,1.0,1,1.0,0.9075,0.4301,9.4058
p70,s1.cpp,p70,s22.cpp,1,1.0,1.0,1.0,1,1.0,0.8693,0.5113,11.1494
p70,s1.cpp,p70,s23.cpp,1,1.0,1.0,1.0,1,1.0,0.8392,0.5671,12.2848
p70,s1.cpp,p70,s24.cpp,1,1.0,1.0,1.0,1,1.0,0.959,0.2865,6.2092
p70,s1.cpp,p70,s25.cpp,1,1.0,0.9637,1.0,1,1.0,0.8238,0.5936,13.2443
p70,s1.cpp,p70,s26.cpp,1,1.0,1.0,1.0,1,1.0,0.9316,0.3698,8.1877
p70,s1.cpp,p70,s27.cpp,1,1.0,0.9637,1.0,1,1.0,0.8739,0.5023,11.0466
p70,s1.cpp,p70,s28.cpp,1,1.0,1.0,1.0,1,1.0,0.8431,0.5602,12.0383
p70,s1.cpp,p70,s29.cpp,1,1.0,0.9701,1.0,1,1.0,0.7896,0.6487,14.0958
p70,s1.cpp,p70,s30.cpp,1,0.8533333333333334,0.9533,1.0,1,0.963,0.9968,0.0805,1.7642
p70,s1.cpp,p70,s31.cpp,1,0.8108108108108109,0.9226,1.0,1,0.9144,0.9735,0.2302,5.17
p70,s1.cpp,p70,s32.cpp,1,0.8533333333333334,0.9439,1.0,1,0.963,0.9123,0.4188,9.2424
p70,s1.cpp,p70,s33.cpp,1,0.9,0.9172,1.0,1,0.9351,0.936,0.3578,7.9702
p70,s1.cpp,p70,s34.cpp,1,1.0,0.929,1.0,1,0.9673,0.9861,0.1669,3.616
p70,s1.cpp,p70,s35.cpp,1,0.8051948051948052,0.9189,1.0,1,0.954,0.8803,0.4893,10.6288
p70,s1.cpp,p70,s36.cpp,1,0.961038961038961,0.8862,1.0,1,0.9147,0.9236,0.3909,8.6974
p70,s1.cpp,p70,s37.cpp,1,0.7560975609756098,0.9108,1.0,1,0.9014,0.9226,0.3935,8.7629
p70,s1.cpp,p70,s38.cpp,1,0.7631578947368421,0.9195,1.0,1,0.9253,0.9014,0.4441,9.9423
p70,s1.cpp,p70,s39.cpp,1,0.8641975308641975,0.8159,1.0,1,0.8922,0.9216,0.3959,8.7411
p70,s1.cpp,p70,s40.cpp,1,0.5681818181818182,0.6994,0.7367,1,0.8518,0.864,0.5215,11.5496
p70,s1.cpp,p70,s41.cpp,1,0.4888888888888889,0.6934,0.636,1,0.7586,0.8217,0.5972,13.1463
p70,s1.cpp,p70,s42.cpp,1,0.6666666666666666,0.7193,0.7367,1,0.8749,0.9117,0.4203,9.2572
p70,s1.cpp,p70,s43.cpp,1,0.6382978723404256,0.6971,0.7367,1,0.873,0.9083,0.4283,9.5949
p70,s1.cpp,p70,s44.cpp,1,0.5681818181818182,0.7135,0.7367,1,0.856,0.8481,0.5511,12.1856
p70,s1.cpp,p70,s45.cpp,1,0.5576923076923077,0.5877,0.8259,1,0.8421,0.8156,0.6074,13.5343
p70,s1.cpp,p70,s46.cpp,1,0.5773195876288659,0.6188,0.7333,1,0.7863,0.8428,0.5607,12.3951
p70,s1.cpp,p70,s47.cpp,1,0.4554455445544554,0.6158,0.8053,1,0.7998,0.7808,0.662,14.356
p70,s1.cpp,p70,s48.cpp,1,0.5681818181818182,0.7014,0.7367,1,0.8518,0.906,0.4337,9.6197
p70,s1.cpp,p70,s49.cpp,1,0.4888888888888889,0.6914,0.636,1,0.7586,0.8342,0.5759,12.6178
p3093,s1.cpp,p3093,s10.cpp,1,0.9893992932862192,0.981,1.0,1,1.0,0.9995,0.033,0.6998
p3093,s1.cpp,p3093,s11.cpp,1,0.9893992932862192,0.9859,1.0,1,0.8965,0.9922,0.1252,2.3838
p3093,s1.cpp,p3093,s12.cpp,1,0.9893992932862192,0.9859,1.0,1,1.0,0.9953,0.0966,1.952
p3093,s1.cpp,p3093,s13.cpp,1,0.9893992932862192,0.9853,1.0,1,1.0,0.9955,0.0945,1.8319
p3093,s1.cpp,p3093,s14.cpp,1,0.9893992932862192,0.9859,1.0,1,1.0,0.9983,0.0591,1.2298
p3093,s1.cpp,p3093,s15.cpp,1,0.9893992932862192,0.9859,1.0,1,1.0,0.9936,0.1134,2.2799
p3093,s1.cpp,p3093,s16.cpp,1,0.9893992932862192,0.9803,1.0,1,0.9863,0.9944,0.106,2.3141
p3093,s1.cpp,p3093,s17.cpp,1,0.9681978798586572,0.9841,1.0,1,1.0,0.9939,0.1106,2.2217
p3093,s1.cpp,p3093,s18.cpp,1,1.0,0.9982,1.0,1,1.0,0.997,0.078,1.5575
p3093,s1.cpp,p3093,s19.cpp,1,0.9574468085106383,0.9853,1.0,1,1.0,0.9951,0.0987,2.0017
p3093,s1.cpp,p3093,s20.cpp,1,0.9893992932862192,0.9859,1.0,1,1.0,0.9314,0.3703,7.8516
p3093,s1.cpp,p3093,s21.cpp,1,0.9893992932862192,0.9859,1.0,1,0.8965,0.8721,0.5058,11.1468
p3093,s1.cpp,p3093,s22.cpp,1,0.9893992932862192,0.9859,1.0,1,1.0,0.8826,0.4845,10.4796
p3093,s1.cpp,p3093,s23.cpp,1,0.9893992932862192,0.9859,1.0,1,1.0,0.8869,0.4756,10.389
p3093,s1.cpp,p3093,s24.cpp,1,0.9893992932862192,0.9859,1.0,1,1.0,0.8807,0.4885,10.6904
p3093,s1.cpp,p3093,s25.cpp,1,0.9893992932862192,0.9859,1.0,1,1.0,0.8768,0.4965,10.8433
p3093,s1.cpp,p3093,s26.cpp,1,0.9893992932862192,0.9859,1.0,1,1.0,0.8929,0.4628,10.0331
p3093,s1.cpp,p3093,s27.cpp,1,0.9893992932862192,0.9859,1.0,1,1.0,0.8852,0.4791,10.2731
p3093,s1.cpp,p3093,s28.cpp,1,0.9893992932862192,0.9859,1.0,1,1.0,0.8697,0.5105,10.6823
p3093,s1.cpp,p3093,s29.cpp,1,0.9893992932862192,0.9859,1.0,1,1.0,0.8849,0.4798,10.5107
p3093,s1.cpp,p3093,s30.cpp,1,0.8540925266903915,0.9422,0.921,1,0.9213,0.9153,0.4116,9.0954
p3093,s1.cpp,p3093,s31.cpp,1,0.8783783783783784,0.9378,0.9546,1,0.9267,0.986,0.1671,3.6904
p3093,s1.cpp,p3093,s32.cpp,1,0.8450704225352113,0.9367,0.9211,1,0.9149,0.9157,0.4106,8.9808
p3093,s1.cpp,p3093,s33.cpp,1,0.8928571428571429,0.9557,0.9243,1,0.9512,0.9335,0.3647,7.9104
p3093,s1.cpp,p3093,s34.cpp,1,0.8732394366197183,0.9535,0.9243,1,0.9256,0.968,0.2532,5.6017
p3093,s1.cpp,p3093,s35.cpp,1,0.8480565371024735,0.9434,0.921,1,0.9196,0.9452,0.331,7.0034
p3093,s1.cpp,p3093,s36.cpp,1,0.9444444444444444,0.9497,0.9201,1,0.961,0.9647,0.2656,5.6248
p3093,s1.cpp,p3093,s37.cpp,1,0.8904593639575972,0.959,0.9243,1,0.944,0.9032,0.4401,9.7737
p3093,s1.cpp,p3093,s38.cpp,1,0.8896797153024911,0.9614,0.9238,1,0.9463,0.9664,0.2592,5.5972
p3093,s1.cpp,p3093,s39.cpp,1,0.9571428571428572,0.9703,0.9201,1,0.9843,0.9178,0.4055,8.7725
p3093,s1.cpp,p3093,s40.cpp,1,0.5725190839694656,0.7047,0.8442,1,0.8061,0.8788,0.4924,10.2761
p3093,s1.cpp,p3093,s41.cpp,1,0.6441947565543071,0.7572,0.8775,1,0.8426,0.8794,0.4911,10.3728
p3093,s1.cpp,p3093,s42.cpp,1,0.5977859778597786,0.7158,0.9055,1,0.8028,0.8499,0.5479,11.6773
p3093,s1.cpp,p3093,s43.cpp,1,0.5535055350553506,0.6804,0.8773,1,0.7907,0.8724,0.5052,10.4027
p3093,s1.cpp,p3093,s44.cpp,1,0.6311475409836066,0.7228,0.8842,1,0.7702,0.8379,0.5695,12.0612
p3093,s1.cpp,p3093,s45.cpp,1,0.5801526717557252,0.6576,0.87,1,0.8003,0.8645,0.5206,10.9674
p3093,s1.cpp,p3093,s46.cpp,1,0.5647058823529412,0.6597,0.7808,1,0.7388,0.8415,0.5631,12.4336
p3093,s1.cpp,p3093,s47.cpp,1,0.5809128630705395,0.6085,0.8705,1,0.7879,0.85,0.5477,11.3416
p3093,s1.cpp,p3093,s48.cpp,1,0.5606694560669456,0.651,0.0,0,0.7154,0.8569,0.5349,11.2591
p3093,s1.cpp,p3093,s49.cpp,1,0.4848484848484848,0.6382,0.8754,1,0.7752,0.8516,0.5447,11.3335
