problem_1,file_1,problem_2,file_2,clone_type,true_type_label,pred_type,pred_type_label,S_token,S_AST,S_structure,unixcoder_cosine,unixcoder_l2,unixcoder_manhattan,S_PDG,pdg_valid
p42,s1.cpp,p42,s38.cpp,3,Type-3,3,Type-3,0.83916086,0.9083,0.9318,0.9643,0.7891414,0.14466965,0.9898,1.0
p42,s1.cpp,p42,s39.cpp,3,Type-3,3,Type-3,0.6712329,0.858,0.8759,0.854,0.649182,0.0770149,0.9876,1.0
p42,s1.cpp,p42,s40.cpp,4,Type-4,4,Type-4,0.6086956,0.7737,0.7447,0.9678,0.79757535,0.15239257,0.8943,1.0
p42,s1.cpp,p42,s41.cpp,4,Type-4,4,Type-4,0.67105263,0.7602,0.8876,0.9716,0.8075588,0.17007092,0.6878,1.0
p42,s1.cpp,p42,s42.cpp,4,Type-4,4,Type-4,0.68,0.7493,0.8175,0.9404,0.74343914,0.116974115,0.5245,1.0
p42,s1.cpp,p42,s43.cpp,4,Type-4,4,Type-4,0.67105263,0.7602,0.8876,0.8915,0.6822213,0.090912394,0.6878,1.0
p42,s1.cpp,p42,s44.cpp,4,Type-4,4,Type-4,0.60431653,0.7734,0.7309,0.9194,0.71357214,0.10347361,0.8943,1.0
p42,s1.cpp,p42,s45.cpp,4,Type-4,4,Type-4,0.68,0.7525,0.8175,0.8967,0.68752146,0.09164727,0.5245,1.0
p42,s1.cpp,p42,s46.cpp,4,Type-4,4,Type-4,0.56551725,0.7758,0.7326,0.9005,0.69156295,0.091852665,0.8943,1.0
p42,s1.cpp,p42,s47.cpp,4,Type-4,4,Type-4,0.5949367,0.7297,0.8269,0.9024,0.69357747,0.09343436,0.6769,1.0
p42,s1.cpp,p42,s48.cpp,4,Type-4,4,Type-4,0.6225166,0.744,0.7957,0.8882,0.6789327,0.08847757,0.5879,1.0
p42,s1.cpp,p42,s49.cpp,4,Type-4,4,Type-4,0.51428574,0.6182,0.7299,0.8996,0.69051236,0.091946416,0.7167,1.0
p45,s1.cpp,p45,s10.cpp,1,Type-1,1,Type-1,1.0,0.9933,1.0,1.0,1.0,1.0,1.0,1.0
p45,s1.cpp,p45,s11.cpp,1,Type-1,1,Type-1,0.98333335,0.9752,1.0,0.9919,0.887154,0.2803162,1.0,1.0
p45,s1.cpp,p45,s12.cpp,1,Type-1,1,Type-1,1.0,0.9731,1.0,0.9963,0.92081034,0.3447206,1.0,1.0
p45,s1.cpp,p45,s13.cpp,1,Type-1,1,Type-1,1.0,0.9844,1.0,0.9972,0.9303191,0.3718025,1.0,1.0
p45,s1.cpp,p45,s14.cpp,1,Type-1,1,Type-1,1.0,0.9752,1.0,0.9287,0.7258474,0.11872537,1.0,1.0
p45,s1.cpp,p45,s15.cpp,1,Type-1,1,Type-1,1.0,1.0,1.0,0.996,0.9175154,0.35651895,1.0,1.0
p45,s1.cpp,p45,s16.cpp,1,Type-1,1,Type-1,1.0,0.9425,1.0,0.9968,0.9254118,0.3633853,1.0,1.0
p45,s1.cpp,p45,s17.cpp,1,Type-1,1,Type-1,0.96666664,0.9621,0.9879,0.9981,0.9425071,0.4573101,0.858,1.0
p45,s1.cpp,p45,s18.cpp,1,Type-1,1,Type-1,1.0,0.962,1.0,0.9988,0.9530163,0.48440224,1.0,1.0
p45,s1.cpp,p45,s19.cpp,1,Type-1,1,Type-1,1.0,0.9752,1.0,0.9977,0.9366804,0.41157344,1.0,1.0
p45,s1.cpp,p45,s20.cpp,2,Type-2,2,Type-2,1.0,0.9752,1.0,0.8873,0.678058,0.08667464,1.0,1.0
p45,s1.cpp,p45,s21.cpp,2,Type-2,2,Type-2,1.0,0.9752,1.0,0.8518,0.64745873,0.07694735,1.0,1.0
p45,s1.cpp,p45,s22.cpp,2,Type-2,2,Type-2,1.0,0.9556,1.0,0.8904,0.6810597,0.0876048,1.0,1.0
p45,s1.cpp,p45,s23.cpp,2,Type-2,2,Type-2,1.0,0.9752,1.0,0.9539,0.76704764,0.13132666,1.0,1.0
p45,s1.cpp,p45,s24.cpp,2,Type-2,2,Type-2,1.0,0.9752,1.0,0.9198,0.7140307,0.1023311,1.0,1.0
p45,s1.cpp,p45,s25.cpp,2,Type-2,2,Type-2,1.0,0.9752,1.0,0.8999,0.690894,0.09291004,1.0,1.0
p45,s1.cpp,p45,s26.cpp,2,Type-2,2,Type-2,1.0,0.9933,1.0,0.9263,0.72254336,0.10610305,1.0,1.0
p45,s1.cpp,p45,s27.cpp,2,Type-2,2,Type-2,1.0,0.9752,1.0,0.9628,0.7857929,0.14254355,1.0,1.0
p45,s1.cpp,p45,s28.cpp,2,Type-2,2,Type-2,0.92436975,0.9312,0.9559,0.8392,0.63808066,0.076017305,1.0,1.0
p45,s1.cpp,p45,s29.cpp,2,Type-2,2,Type-2,1.0,0.9446,1.0,0.8729,0.6648494,0.082168594,1.0,1.0
p45,s1.cpp,p45,s30.cpp,3,Type-3,3,Type-3,0.8305085,0.9396,0.909,0.9945,0.90546906,0.30669203,0.7585,1.0
p45,s1.cpp,p45,s31.cpp,3,Type-3,3,Type-3,0.8305085,0.9357,0.909,0.886,0.67681897,0.08723035,0.7585,1.0
p45,s1.cpp,p45,s32.cpp,3,Type-3,3,Type-3,0.9508197,0.9053,0.9273,0.977,0.8233841,0.18075664,0.7477,1.0
p45,s1.cpp,p45,s33.cpp,3,Type-3,3,Type-3,0.8062016,0.8968,0.8782,0.9865,0.85903275,0.21786967,0.7956,1.0
p45,s1.cpp,p45,s34.cpp,3,Type-3,3,Type-3,0.8062016,0.8968,0.8782,0.9865,0.85903275,0.21786967,0.7956,1.0
p45,s1.cpp,p45,s35.cpp,3,Type-3,3,Type-3,0.9322034,0.9446,0.9541,0.945,0.75103265,0.12070006,1.0,1.0
p45,s1.cpp,p45,s36.cpp,3,Type-3,3,Type-3,0.8548387,0.9006,0.884,0.987,0.86125225,0.21756157,0.7977,1.0
p45,s1.cpp,p45,s37.cpp,3,Type-3,3,Type-3,0.92436975,0.9312,0.9559,0.8711,0.66326195,0.0895632,1.0,1.0
p45,s1.cpp,p45,s38.cpp,3,Type-3,3,Type-3,0.9579832,0.9328,0.9471,0.9921,0.888494,0.26981086,0.8812,1.0
p45,s1.cpp,p45,s39.cpp,3,Type-3,3,Type-3,0.8067227,0.9067,0.9021,0.9003,0.6913239,0.09377345,0.7596,1.0
p45,s1.cpp,p45,s40.cpp,4,Type-4,4,Type-4,0.768,0.8643,0.8667,0.9416,0.745212,0.11756131,0.7495,1.0
p45,s1.cpp,p45,s41.cpp,4,Type-4,4,Type-4,0.60150373,0.7641,0.8456,0.8815,0.6725402,0.08568393,0.5539,1.0
p45,s1.cpp,p45,s42.cpp,4,Type-4,4,Type-4,0.6,0.6632,0.7583,0.8777,0.66912013,0.08420485,0.6786,1.0
p45,s1.cpp,p45,s43.cpp,4,Type-4,4,Type-4,0.78333336,0.8771,0.8621,0.8856,0.6764527,0.0860178,0.7214,1.0
p45,s1.cpp,p45,s44.cpp,4,Type-4,4,Type-4,0.5671642,0.7451,0.8456,0.8823,0.67331,0.08600671,0.5539,1.0
p45,s1.cpp,p45,s45.cpp,4,Type-4,4,Type-4,0.6184211,0.6655,0.7752,0.8395,0.63832504,0.073285304,0.6786,1.0
p45,s1.cpp,p45,s46.cpp,4,Type-4,4,Type-4,0.4878049,0.561,0.7058,0.8411,0.63946795,0.07468873,0.6235,1.0
p45,s1.cpp,p45,s47.cpp,4,Type-4,4,Type-4,0.8034188,0.8803,0.8765,0.9576,0.77459335,0.13563184,0.7214,1.0
p45,s1.cpp,p45,s48.cpp,4,Type-4,4,Type-4,0.69491524,0.8879,0.849,0.9246,0.7203054,0.10420249,0.7571,1.0
p45,s1.cpp,p45,s49.cpp,4,Type-4,4,Type-4,0.656,0.8529,0.828,0.8961,0.6868604,0.091375105,0.7661,1.0
p5,s1.cpp,p5,s10.cpp,1,Type-1,1,Type-1,1.0,0.9816,1.0,1.0,1.0,1.0,1.0,1.0
p5,s1.cpp,p5,s11.cpp,1,Type-1,1,Type-1,1.0,0.9814,1.0,0.9955,0.9130752,0.32203007,1.0,1.0
p5,s1.cpp,p5,s12.cpp,1,Type-1,1,Type-1,0.98507464,0.972,0.9939,0.9952,0.9110787,0.32493907,1.0,1.0
p5,s1.cpp,p5,s13.cpp,1,Type-1,1,Type-1,1.0,0.9829,1.0,0.9984,0.9467904,0.4527755,1.0,1.0
p5,s1.cpp,p5,s14.cpp,1,Type-1,1,Type-1,1.0,0.9647,1.0,0.9945,0.9053051,0.3120125,1.0,1.0
p5,s1.cpp,p5,s15.cpp,1,Type-1,1,Type-1,1.0,0.9846,1.0,1.0,1.0,1.0,1.0,1.0
p5,s1.cpp,p5,s16.cpp,1,Type-1,1,Type-1,1.0,0.9831,1.0,0.9907,0.8801267,0.2579447,1.0,1.0
p5,s1.cpp,p5,s17.cpp,1,Type-1,1,Type-1,0.98507464,0.9625,0.8665,0.8235,0.6273132,0.10947387,1.0,1.0
p5,s1.cpp,p5,s18.cpp,1,Type-1,1,Type-1,1.0,0.9829,1.0,1.0,1.0,1.0,1.0,1.0
p5,s1.cpp,p5,s19.cpp,1,Type-1,1,Type-1,1.0,0.9831,1.0,0.9981,0.94153094,0.43127614,1.0,1.0
p5,s1.cpp,p5,s20.cpp,2,Type-2,2,Type-2,1.0,0.9814,1.0,0.9152,0.7083156,0.100166276,1.0,1.0
p5,s1.cpp,p5,s21.cpp,2,Type-2,2,Type-2,0.98507464,0.9691,0.9939,0.9426,0.7468818,0.11873946,1.0,1.0
p5,s1.cpp,p5,s22.cpp,2,Type-2,2,Type-2,0.98507464,0.972,0.9939,0.8872,0.6779661,0.08561644,1.0,1.0
p5,s1.cpp,p5,s23.cpp,2,Type-2,2,Type-2,0.98507464,0.972,0.9939,0.9163,0.7096225,0.10055709,1.0,1.0
p5,s1.cpp,p5,s24.cpp,2,Type-2,2,Type-2,0.98507464,0.9625,0.9795,0.9225,0.717566,0.10389502,1.0,1.0
p5,s1.cpp,p5,s25.cpp,2,Type-2,2,Type-2,0.98507464,0.9706,0.9939,0.8847,0.6755387,0.08685381,1.0,1.0
p5,s1.cpp,p5,s26.cpp,2,Type-2,2,Type-2,0.98507464,0.9625,0.9795,0.9147,0.7077141,0.10076785,1.0,1.0
p5,s1.cpp,p5,s27.cpp,2,Type-2,2,Type-2,0.98507464,0.9706,0.9939,0.8927,0.6834336,0.091081314,1.0,1.0
p5,s1.cpp,p5,s28.cpp,2,Type-2,2,Type-2,0.98507464,0.972,0.9939,0.9158,0.709069,0.09947082,1.0,1.0
p5,s1.cpp,p5,s29.cpp,2,Type-2,2,Type-2,0.98507464,0.9721,0.9939,0.8858,0.6766816,0.08990785,1.0,1.0
p5,s1.cpp,p5,s30.cpp,3,Type-3,3,Type-3,0.8108108,0.7762,0.7762,0.9378,0.73920757,0.11574074,0.6725,1.0
p5,s1.cpp,p5,s31.cpp,3,Type-3,3,Type-3,0.870229,0.9632,0.9705,0.9859,0.856311,0.21332423,1.0,1.0
p5,s1.cpp,p5,s32.cpp,3,Type-3,3,Type-3,0.8108108,0.7749,0.7762,0.8721,0.6640988,0.08328544,0.6725,1.0
p5,s1.cpp,p5,s33.cpp,3,Type-3,3,Type-3,0.8965517,0.8863,0.9082,0.9523,0.76394194,0.12733014,1.0,1.0
p5,s1.cpp,p5,s34.cpp,3,Type-3,3,Type-3,0.90076333,0.8961,0.9098,0.9879,0.86527646,0.22628018,1.0,1.0
p5,s1.cpp,p5,s35.cpp,3,Type-3,3,Type-3,0.78125,0.8851,0.9083,0.9173,0.71093416,0.1019368,1.0,1.0
p5,s1.cpp,p5,s36.cpp,3,Type-3,3,Type-3,0.8382353,0.8588,0.8836,0.992,0.8880206,0.27150303,1.0,1.0
p5,s1.cpp,p5,s37.cpp,3,Type-3,3,Type-3,0.65753424,0.7325,0.6995,0.8001,0.61263245,0.06771031,0.6725,1.0
p5,s1.cpp,p5,s38.cpp,3,Type-3,3,Type-3,0.8169014,0.9104,0.9063,0.9027,0.6938662,0.09370403,1.0,1.0
p5,s1.cpp,p5,s39.cpp,3,Type-3,3,Type-3,0.6712329,0.7287,0.7326,0.848,0.64462066,0.077146806,0.6767,1.0
p5,s1.cpp,p5,s40.cpp,4,Type-4,4,Type-4,0.53246754,0.7168,0.7531,0.8946,0.685307,0.08952311,0.7302,1.0
p5,s1.cpp,p5,s41.cpp,4,Type-4,4,Type-4,0.45238096,0.6745,0.755,0.8859,0.6766816,0.08674908,0.698,1.0
p5,s1.cpp,p5,s42.cpp,4,Type-4,4,Type-4,0.6293706,0.7575,0.7118,0.8932,0.68394774,0.08930166,0.6932,1.0
p5,s1.cpp,p5,s43.cpp,4,Type-4,4,Type-4,0.6122449,0.7294,0.6728,0.8644,0.65754867,0.08154745,0.6932,1.0
p5,s1.cpp,p5,s44.cpp,4,Type-4,4,Type-4,0.55263156,0.717,0.7464,0.8503,0.64637065,0.0764871,0.624,1.0
p5,s1.cpp,p5,s45.cpp,4,Type-4,4,Type-4,0.6,0.6587,0.6633,0.8537,0.6489714,0.078615114,0.7534,1.0
p5,s1.cpp,p5,s46.cpp,4,Type-4,4,Type-4,0.5176471,0.6935,0.6347,0.8296,0.63135296,0.072076745,0.5948,1.0
p5,s1.cpp,p5,s47.cpp,4,Type-4,4,Type-4,0.46783626,0.6591,0.7533,0.8505,0.6465378,0.07621777,0.7016,1.0
p5,s1.cpp,p5,s48.cpp,4,Type-4,4,Type-4,0.522293,0.7228,0.7951,0.8458,0.64296275,0.07623694,0.7302,1.0
p5,s1.cpp,p5,s49.cpp,4,Type-4,4,Type-4,0.5405405,0.7403,0.6895,0.8514,0.6472073,0.07722306,0.6912,1.0
p53,s1.cpp,p53,s10.cpp,1,Type-1,1,Type-1,1.0,1.0,1.0,0.9799,0.8330557,0.19125578,1.0,1.0
p53,s1.cpp,p53,s11.cpp,1,Type-1,1,Type-1,1.0,0.9454,1.0,0.9905,0.8790436,0.24901639,1.0,1.0
p53,s1.cpp,p53,s12.cpp,1,Type-1,1,Type-1,0.95238096,0.9474,0.877,0.9671,0.79586154,0.20525031,1.0,1.0
p53,s1.cpp,p53,s13.cpp,1,Type-1,1,Type-1,1.0,0.9479,1.0,0.9941,0.90203863,0.30311298,1.0,1.0
p53,s1.cpp,p53,s14.cpp,1,Type-1,1,Type-1,1.0,0.9454,1.0,0.9993,0.96506464,0.5604439,1.0,1.0
p53,s1.cpp,p53,s15.cpp,1,Type-1,1,Type-1,1.0,0.9587,1.0,0.9952,0.9108298,0.32609403,1.0,1.0
p53,s1.cpp,p53,s16.cpp,1,Type-1,1,Type-1,1.0,0.9351,1.0,0.9993,0.96506464,0.5604439,1.0,1.0
p53,s1.cpp,p53,s17.cpp,1,Type-1,1,Type-1,1.0,0.9529,0.8784,0.9526,0.76470137,0.18333486,1.0,1.0
p53,s1.cpp,p53,s18.cpp,1,Type-1,1,Type-1,1.0,0.9529,1.0,0.9979,0.9397613,0.4179379,1.0,1.0
p53,s1.cpp,p53,s19.cpp,1,Type-1,1,Type-1,1.0,0.9479,1.0,1.0,1.0,1.0,1.0,1.0
p53,s1.cpp,p53,s20.cpp,2,Type-2,2,Type-2,1.0,0.9558,1.0,0.9648,0.7903264,0.14958416,1.0,1.0
p53,s1.cpp,p53,s21.cpp,2,Type-2,2,Type-2,0.92134833,0.9105,0.9369,0.9232,0.71844244,0.1062338,0.9865,1.0
p53,s1.cpp,p53,s22.cpp,2,Type-2,2,Type-2,1.0,0.9529,1.0,0.9352,0.73534817,0.11689754,1.0,1.0
p53,s1.cpp,p53,s23.cpp,2,Type-2,2,Type-2,1.0,0.9558,1.0,0.9641,0.7887057,0.1472342,1.0,1.0
p53,s1.cpp,p53,s24.cpp,2,Type-2,2,Type-2,1.0,0.9529,1.0,0.933,0.73201084,0.11104941,1.0,1.0
p53,s1.cpp,p53,s25.cpp,2,Type-2,2,Type-2,0.83146065,0.8689,0.8737,0.9485,0.7570596,0.12438584,0.3665,1.0
p53,s1.cpp,p53,s26.cpp,2,Type-2,2,Type-2,1.0,0.9529,1.0,0.9223,0.7172572,0.10390258,1.0,1.0
p53,s1.cpp,p53,s27.cpp,2,Type-2,2,Type-2,1.0,0.9529,1.0,0.945,0.7508635,0.12251599,1.0,1.0
p53,s1.cpp,p53,s28.cpp,2,Type-2,2,Type-2,0.95238096,0.9444,0.9756,0.9442,0.7495128,0.12233464,1.0,1.0
p53,s1.cpp,p53,s29.cpp,2,Type-2,2,Type-2,0.78651685,0.8653,0.8659,0.9125,0.7050197,0.10086542,0.3665,1.0
p53,s1.cpp,p53,s30.cpp,3,Type-3,3,Type-3,0.7529412,0.863,0.8146,0.961,0.7817386,0.14438973,0.4539,1.0
p53,s1.cpp,p53,s31.cpp,3,Type-3,3,Type-3,0.83516484,0.8747,0.9203,0.9431,0.7478313,0.12013022,1.0,1.0
p53,s1.cpp,p53,s32.cpp,3,Type-3,3,Type-3,0.6741573,0.9106,0.8065,0.9521,0.7637086,0.12822321,1.0,1.0
p53,s1.cpp,p53,s33.cpp,3,Type-3,3,Type-3,0.93333334,0.8439,0.8376,0.9393,0.7416747,0.11708779,0.4479,1.0
p53,s1.cpp,p53,s34.cpp,3,Type-3,3,Type-3,0.9411765,0.9418,1.0,0.9519,0.763184,0.12823471,1.0,1.0
p53,s1.cpp,p53,s35.cpp,3,Type-3,3,Type-3,0.7529412,0.8601,0.8146,0.9542,0.7675775,0.1332161,0.4539,1.0
p53,s1.cpp,p53,s36.cpp,3,Type-3,3,Type-3,0.8,0.8521,0.8713,0.8922,0.68287355,0.09212345,0.3552,1.0
p53,s1.cpp,p53,s37.cpp,3,Type-3,3,Type-3,0.82758623,0.8229,0.8498,0.9424,0.7465472,0.11943436,0.4479,1.0
p53,s1.cpp,p53,s38.cpp,3,Type-3,3,Type-3,0.7741935,0.8653,0.7693,0.8692,0.6615507,0.0859077,0.4539,1.0
p53,s1.cpp,p53,s39.cpp,3,Type-3,3,Type-3,0.7356322,0.8308,0.7443,0.9137,0.70651406,0.098784946,0.4539,1.0
p53,s1.cpp,p53,s40.cpp,4,Type-4,4,Type-4,0.6436782,0.7768,0.8094,0.9015,0.6926167,0.0958736,1.0,1.0
p53,s1.cpp,p53,s41.cpp,4,Type-4,4,Type-4,0.6436782,0.7768,0.8094,0.9517,0.7628929,0.13327646,1.0,1.0
p53,s1.cpp,p53,s42.cpp,4,Type-4,4,Type-4,0.519084,0.5383,0.7219,0.7816,0.60204697,0.065445885,0.188,1.0
p53,s1.cpp,p53,s43.cpp,4,Type-4,4,Type-4,0.95238096,0.9385,0.9756,0.9276,0.72437525,0.1081619,1.0,1.0
p53,s1.cpp,p53,s44.cpp,4,Type-4,4,Type-4,0.3877551,0.6768,0.648,0.8824,0.67335534,0.084907666,0.2409,1.0
p53,s1.cpp,p53,s45.cpp,4,Type-4,4,Type-4,0.81395346,0.8698,0.9059,0.9574,0.77417356,0.14379592,1.0,1.0
p53,s1.cpp,p53,s46.cpp,4,Type-4,4,Type-4,0.5203252,0.5407,0.7363,0.789,0.60620755,0.066102155,0.5007,1.0
p53,s1.cpp,p53,s47.cpp,4,Type-4,4,Type-4,0.58426964,0.7249,0.7409,0.9483,0.75671583,0.13519725,0.426,1.0
p53,s1.cpp,p53,s48.cpp,4,Type-4,4,Type-4,0.8433735,0.9385,0.877,0.9374,0.73855245,0.13065235,1.0,1.0
p53,s1.cpp,p53,s49.cpp,4,Type-4,4,Type-4,0.39175257,0.6291,0.6411,0.8168,0.62293655,0.071130835,0.5065,1.0
p70,s1.cpp,p70,s10.cpp,1,Type-1,1,Type-1,1.0,0.9605,1.0,0.9973,0.93101203,0.39926535,1.0,1.0
p70,s1.cpp,p70,s11.cpp,1,Type-1,1,Type-1,1.0,1.0,1.0,0.9984,0.9461633,0.44511706,1.0,1.0
p70,s1.cpp,p70,s12.cpp,1,Type-1,1,Type-1,1.0,1.0,1.0,0.9951,0.90975255,0.30911902,1.0,1.0
p70,s1.cpp,p70,s13.cpp,1,Type-1,1,Type-1,1.0,0.99,1.0,0.9982,0.94277364,0.45714286,1.0,1.0
p70,s1.cpp,p70,s14.cpp,1,Type-1,1,Type-1,1.0,1.0,1.0,0.9774,0.82481027,0.19076325,1.0,1.0
p70,s1.cpp,p70,s15.cpp,1,Type-1,1,Type-1,1.0,0.9701,1.0,1.0,1.0,1.0,1.0,1.0
p70,s1.cpp,p70,s16.cpp,1,Type-1,1,Type-1,1.0,0.9419,1.0,0.9936,0.8983919,0.2966655,1.0,1.0
p70,s1.cpp,p70,s17.cpp,1,Type-1,1,Type-1,1.0,0.9637,1.0,0.9973,0.93101203,0.39926535,1.0,1.0
p70,s1.cpp,p70,s18.cpp,1,Type-1,1,Type-1,1.0,1.0,1.0,0.9984,0.9461633,0.44511706,1.0,1.0
p70,s1.cpp,p70,s19.cpp,1,Type-1,1,Type-1,1.0,0.9605,1.0,0.9985,0.9474183,0.44867194,1.0,1.0
p70,s1.cpp,p70,s20.cpp,2,Type-2,2,Type-2,1.0,1.0,1.0,0.8894,0.68008703,0.08818187,1.0,1.0
p70,s1.cpp,p70,s21.cpp,2,Type-2,2,Type-2,1.0,0.9733,1.0,0.9075,0.6992518,0.09610025,1.0,1.0
p70,s1.cpp,p70,s22.cpp,2,Type-2,2,Type-2,1.0,1.0,1.0,0.8693,0.661682,0.08230859,1.0,1.0
p70,s1.cpp,p70,s23.cpp,2,Type-2,2,Type-2,1.0,1.0,1.0,0.8392,0.63812137,0.075274,1.0,1.0
p70,s1.cpp,p70,s24.cpp,2,Type-2,2,Type-2,1.0,1.0,1.0,0.959,0.77730274,0.13871165,1.0,1.0
p70,s1.cpp,p70,s25.cpp,2,Type-2,2,Type-2,1.0,0.9637,1.0,0.8238,0.62751,0.07020352,1.0,1.0
p70,s1.cpp,p70,s26.cpp,2,Type-2,2,Type-2,1.0,1.0,1.0,0.9316,0.7300336,0.108841166,1.0,1.0
p70,s1.cpp,p70,s27.cpp,2,Type-2,2,Type-2,1.0,0.9637,1.0,0.8739,0.665646,0.08301097,1.0,1.0
p70,s1.cpp,p70,s28.cpp,2,Type-2,2,Type-2,1.0,1.0,1.0,0.8431,0.64094347,0.07669712,1.0,1.0
p70,s1.cpp,p70,s29.cpp,2,Type-2,2,Type-2,1.0,0.9701,1.0,0.7896,0.6065385,0.06624359,1.0,1.0
p70,s1.cpp,p70,s30.cpp,3,Type-3,3,Type-3,0.85333335,0.9533,0.963,0.9968,0.9254975,0.36176834,1.0,1.0
p70,s1.cpp,p70,s31.cpp,3,Type-3,3,Type-3,0.8108108,0.9226,0.9144,0.9735,0.8128759,0.16207455,1.0,1.0
p70,s1.cpp,p70,s32.cpp,3,Type-3,3,Type-3,0.85333335,0.9439,0.963,0.9123,0.704821,0.09763337,1.0,1.0
p70,s1.cpp,p70,s33.cpp,3,Type-3,3,Type-3,0.9,0.9172,0.9351,0.936,0.7364855,0.111480236,1.0,1.0
p70,s1.cpp,p70,s34.cpp,3,Type-3,3,Type-3,1.0,0.929,0.9673,0.9861,0.85697144,0.21663778,1.0,1.0
p70,s1.cpp,p70,s35.cpp,3,Type-3,3,Type-3,0.8051948,0.9189,0.954,0.8803,0.6714564,0.085993394,1.0,1.0
p70,s1.cpp,p70,s36.cpp,3,Type-3,3,Type-3,0.96103895,0.8862,0.9147,0.9236,0.718959,0.103120424,1.0,1.0
p70,s1.cpp,p70,s37.cpp,3,Type-3,3,Type-3,0.75609756,0.9108,0.9014,0.9226,0.7176175,0.102428585,1.0,1.0
p70,s1.cpp,p70,s38.cpp,3,Type-3,3,Type-3,0.7631579,0.9195,0.9253,0.9014,0.6924728,0.091388464,1.0,1.0
p70,s1.cpp,p70,s39.cpp,3,Type-3,3,Type-3,0.86419755,0.8159,0.8922,0.9216,0.7163837,0.10265781,1.0,1.0
p70,s1.cpp,p70,s40.cpp,4,Type-4,4,Type-4,0.36842105,0.5724,0.6473,0.7591,0.59024906,0.06083872,0.5648,1.0
p70,s1.cpp,p70,s41.cpp,4,Type-4,4,Type-4,0.2795699,0.5854,0.6205,0.7717,0.5967655,0.06359341,0.4851,1.0
p70,s1.cpp,p70,s42.cpp,4,Type-4,4,Type-4,0.6666667,0.7193,0.8749,0.9117,0.7040766,0.09749249,0.7367,1.0
p70,s1.cpp,p70,s43.cpp,4,Type-4,4,Type-4,0.37142858,0.6077,0.6024,0.6478,0.5436851,0.05240541,0.5319,1.0
p70,s1.cpp,p70,s44.cpp,4,Type-4,4,Type-4,0.37593985,0.4167,0.6751,0.7585,0.59000534,0.06146546,0.3383,1.0
p70,s1.cpp,p70,s45.cpp,4,Type-4,4,Type-4,0.45833334,0.5721,0.7281,0.7937,0.6088651,0.06618878,0.5459,1.0
p70,s1.cpp,p70,s46.cpp,4,Type-4,4,Type-4,0.57731956,0.6188,0.7863,0.8428,0.6407381,0.07465416,0.7333,1.0
p70,s1.cpp,p70,s47.cpp,4,Type-4,4,Type-4,0.3218391,0.575,0.6216,0.7558,0.5886508,0.062016275,0.3882,1.0
p70,s1.cpp,p70,s48.cpp,4,Type-4,4,Type-4,0.5681818,0.7014,0.8518,0.906,0.697496,0.09416462,0.7367,1.0
p70,s1.cpp,p70,s49.cpp,4,Type-4,4,Type-4,0.4888889,0.6914,0.7586,0.8342,0.634558,0.0734333,0.636,1.0
